Super-Reino	Filo	Classe	Ordem	Familia	Genero	Especie	LGM047_BAC-1.2	LGM0159_1_EL_BAC-1.25
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Devosia	Devosia pacifica	1.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Dichotomicrobium	Dichotomicrobium thermohalophilum	0.0	0.0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Diplocloster	Diplocloster modestus	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Donghicola	Donghicola tyrosinivorans	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Duganella rivi	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae	Endozoicomonas	Endozoicomonas ascidiicola	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter wuhouensis	0.0	0.0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium oxidoreducens	0.0	1.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Falsigemmobacter	Falsigemmobacter faecalis	2.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Falsiruegeria	Falsiruegeria litorea R37	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Ferrigenium	Ferrigenium kumadai	0.0	0.0
Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Flavisolibacter carri	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella grignonensis	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Boseaceae	Bosea	Bosea thiooxidans	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Bermanella	Bermanella marisrubri	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	Bartonella quintana	0.0	0.0
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus intestini	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax delafieldii	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax konjaci	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter proteolyticus	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Agaribacterium	Agaribacterium haliotis	0.0	0.0
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Agrococcus	Agrococcus casei	0.0	0.0
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Agromyces	Agromyces humi	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	Alcanivorax nanhaiticus	0.0	0.0
Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Algibacter	Algibacter alginicilyticus	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aliihoeflea	Aliihoeflea aestuarii	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Aliiroseovarius	Aliiroseovarius pelagivivens	0.0	0.0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes finegoldii	0.0	3.0
Bacteria	Proteobacteria	Gammaproteobacteria	unclassified	unclassified	unclassified	unclassified	0.0	0.0
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Alpinimonas	Alpinimonas psychrophila	0.0	0.0
Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina algicola	0.0	0.0
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	Arcobacter aquimarinus	0.0	0.0
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	Arcobacter lacus	0.0	0.0
Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Arcticiflavibacter	Arcticiflavibacter luteus	0.0	0.0
Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Arenibacter	Arenibacter aquaticus	0.0	0.0
Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Arenibacter	Arenibacter nanhaiticus	0.0	0.0
Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Arenitalea	Arenitalea lutea	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ascidiaceihabitans	Ascidiaceihabitans donghaensis	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Azoarcus	Azoarcus indigens	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Bacterioplanoides	Bacterioplanoides pacificum	0.0	0.0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii	0.0	0.0
Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium gelidilacus	0.0	0.0
Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium kingsejongi	0.0	0.0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Paraprevotella xylaniphila YIT 11841	0.0	1.0
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Natronospira	Natronospira proteinivora	0.0	0.0
Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Mariniplasma	Mariniplasma anaerobium	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas aquimarina	0.0	0.0
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Marisediminicola	Marisediminicola senii	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Marivita	Marivita litorea	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Marivita	Marivita roseacus	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Martelella	Martelella endophytica	0.0	0.0
Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mesoflavibacter	Mesoflavibacter zeaxanthinifaciens DSM 18436	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Methyloceanibacter	Methyloceanibacter caenitepidi	1.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Microbulbiferaceae	Microbulbifer	Microbulbifer aggregans	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Microbulbiferaceae	Microbulbifer	Microbulbifer epialgicus	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Microvirga	Microvirga flavescens	0.0	0.0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Neglectibacter	Neglectibacter timonensis	1.0	2.0
Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium luticocti	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Nitrincola	Nitrincola tapanii	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospira multiformis	0.0	0.0
Bacteria	Cyanobacteria	unclassified	unclassified	unclassified	unclassified	unclassified	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oceanospirillum	Oceanospirillum nioense	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Octadecabacter	Octadecabacter antarcticus	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Octadecabacter	Octadecabacter arcticus	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus binzhouensis	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus zhejiangensis	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Paraglaciecola	Paraglaciecola arctica	0.0	0.0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraphocaeicola	Paraphocaeicola brunensis	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Paraphotobacterium	Paraphotobacterium marinum	0.0	0.0
Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mangrovimonas	Mangrovimonas yunxiaonensis	0.0	0.0
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	Malaciobacter	Malaciobacter halophilus	0.0	0.0
Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutimonas	Lutimonas saemankumensis	0.0	0.0
Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium maris	0.0	0.0
Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium tibetense	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Formivibrio	Formivibrio citricus	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Frigidibacter	Frigidibacter oleivorans	0.0	0.0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Fusimonas	Fusimonas intestini	0.0	23.0
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Gulosibacter	Gulosibacter massiliensis	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Hahella	Hahella chejuensis KCTC 2396	0.0	0.0
Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Hanstruepera	Hanstruepera neustonica	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Hoeflea	Hoeflea alexandrii	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga aquatica	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga crassostreae	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga taeniospiralis	0.0	1.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Ideonella	Ideonella paludis	0.0	0.0
Bacteria	Firmicutes	Clostridia	Eubacteriales	unclassified	unclassified	unclassified	0.0	1.0
Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	Lacinutrix cladophorae	0.0	0.0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lacrimispora	Lacrimispora amygdalina	0.0	1.0
Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella	Leeuwenhoekiella palythoae	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Leisingera	Leisingera caerulea	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Litoreibacter	Litoreibacter ponti	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Litorivita	Litorivita pollutaquae	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	unclassified	unclassified	unclassified	unclassified	0.0	0.0
Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobium	Longimicrobium terrae	0.0	0.0
Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutaonella	Lutaonella thermophila	0.0	0.0
Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutibacter	Lutibacter aestuarii	0.0	0.0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoclostridium	[Clostridium] scindens	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila subsp. fraseri	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Denitratisoma	Denitratisoma oestradiolicum	0.0	0.0
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Alloacidobacterium	Alloacidobacterium dinghuense	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatiglans	Desulfatiglans anilini	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfonema	Desulfonema magnum str. Montpellier	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfomarina	Desulfomarina profundi	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfuricaulis	Sulfuricaulis limicola	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Syntrophotaleaceae	Syntrophotalea	Syntrophotalea acetylenica	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Ectothiorhodospira	Ectothiorhodospira mobilis	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas acetoxidans	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Beijerinckia	Beijerinckia indica subsp. indica ATCC 9039	0.0	0.0
Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Maribellus	Maribellus maritimus	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Gallionella	Gallionella capsiferriformans ES-2	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Zeimonas	Zeimonas arvi	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophales	Syntrophaceae	Syntrophus	Syntrophus gentianae	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pararobbsia	Pararobbsia silviterrae	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia domus	0.0	0.0
Bacteria	Acidobacteria	Acidobacteriia	Bryobacterales	Bryobacteraceae	Paludibaculum	Paludibaculum fermentans	0.0	0.0
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Occallatibacter	Occallatibacter savannae	0.0	0.0
Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Pirellula	Pirellula staleyi DSM 6068	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylosinus	Methylosinus trichosporium OB3b	0.0	0.0
Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Nitrospira moscoviensis	0.0	0.0
Bacteria	Firmicutes	Clostridia	Natranaerobiales	Natranaerobiaceae	Natranaerobaculum	Natranaerobaculum magadiense	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Methyloversatilis	Methyloversatilis discipulorum	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudopuniceibacterium	Pseudopuniceibacterium sediminis	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	Methylomonas methanica	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomicrobium	Methylomicrobium lacus	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloglobulus	Methyloglobulus morosus KoM1	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylocystis	Methylocystis parvus OBBP	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylocystis	Methylocystis bryophila	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus	Methylococcus geothermalis	0.0	0.0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio	Acetivibrio thermocellus	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Quisquiliibacterium	Quisquiliibacterium transsilvanicum	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Variibacter	Variibacter gotjawalensis	0.0	0.0
Bacteria	Nitrospirae	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio	Thermodesulfovibrio yellowstonii	0.0	0.0
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter thermocopriae	0.0	0.0
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Thermanaerothrix	Thermanaerothrix daxensis	0.0	0.0
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	Sulfurovum aggregans	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas parvus	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Racemicystis	Racemicystis persica	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas lutea	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophales	Smithellaceae	Smithella	Smithella propionica	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Sideroxydans	Sideroxydans lithotrophicus ES-1	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Sideroxyarcus	Sideroxyarcus emersonii	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Siccirubricoccus	Siccirubricoccus deserti	0.0	0.0
Bacteria	Bacteroidota	Cytophagia	Cytophagales	Marivirgaceae	Marivirga	Marivirga tractuosa DSM 4126	0.0	0.0
Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Rurimicrobium	Rurimicrobium arvi	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter monticola	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	Methylobacter tundripaludum SV96	0.0	0.0
Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Maribellus	Maribellus comscasis	0.0	0.0
Bacteria	Bacteroidota	Cytophagia	Cytophagales	Marivirgaceae	Marivirga	Marivirga lumbricoides	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfarculus	Desulfarculus baarsii DSM 2075	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Ectothiorhodosinus	Ectothiorhodosinus mongolicus	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas svalbardensis	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas carbonis	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfosarcina	Desulfosarcina alkanivorans	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfocapsaceae	Desulfopila	Desulfopila inferna	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophales	Syntrophaceae	Desulfomonile	Desulfomonile limimaris	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfogranum	Desulfogranum mediterraneum	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	Desulfobulbus propionicus DSM 2032	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	Desulfobulbus alkaliphilus	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophales	Syntrophaceae	Desulfobacca	Desulfobacca acetoxidans DSM 11109	0.0	0.0
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Desmospora	Desmospora profundinema	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Marivibrio	Marivibrio halodurans	0.0	0.0
Bacteria	Chloroflexi	Dehalococcoidia	unclassified	unclassified	unclassified	unclassified	0.0	0.0
Bacteria	Bacteroidota	Cytophagia	Cytophagales	Fulvivirgaceae	Chryseolinea	Chryseolinea soli	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Calidifontimicrobium	Calidifontimicrobium sediminis	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira	Azospira oryzae PS	0.0	1.0
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	Aquicella siphonis	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified	unclassified	0.0	0.0
Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	Anaerohalosphaeraceae	Anaerohalosphaera	Anaerohalosphaera lusitana	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Algorimarina	Algorimarina butyrica	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sichuanensis	0.0	0.0
Bacteria	Actinobacteria	Rubrobacteria	Gaiellales	Gaiellaceae	Gaiella	Gaiella occulta	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter pickeringii	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Marispirillum	Marispirillum indicum	0.0	0.0
Bacteria	Bacteroidota	Cytophagia	Cytophagales	Reichenbachiellaceae	Marinoscillum	Marinoscillum pacificum	0.0	0.0
Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Maribellus	Maribellus luteus	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Acidiferrobacter	Acidiferrobacter thiooxydans	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Thalassospiraceae	Magnetospira	Magnetospira thiophila	0.0	0.0
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Tepidamorphaceae	Lutibaculum	Lutibaculum baratangense	0.0	0.0
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Lihuaxuella	Lihuaxuella thermophila	0.0	0.0
Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Lignipirellula	Lignipirellula cremea	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella santicrucis	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella dresdenensis	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella clemsonensis	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	Lautropia mirabilis	0.0	0.0
Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	Ignavibacterium album JCM 16511	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga palleronii	0.0	0.0
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Kofleriaceae	Haliangium	Haliangium tepidum	0.0	0.0
Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia	Gimesia algae	0.0	0.0
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Georgfuchsia	Georgfuchsia toluolica	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter nivimaris	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter adeliensis	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sulfidaeris Esulfide1	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas utahensis	0.0	0.0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter cryohalolentis K5	0.0	0.0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	0.0	0.0
